RegionName,StateName,SizeRank,RegionID,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020
"Stamford, CT",CT,58,394415,407659,405832,405120,407112,409132,410524,412783,414458,415322,415235,413794,413224,414575,416996,419254,418666,417696,415951,414106,411550,409557,408927,410742,412910,416108,415596,415236,414727,417075,417663,418434,419516,420964,422167,423249,423138,422205,422180,422792,423681,421998,423445,425188,427456,428153,427509,426497,426594,425829,426417,426388,427663,429835,428932,427101,424052,422309,422171,421574,421486,422407,422958,424109,424780,425970,428857,432858,438077,443683,449425
"Albuquerque, NM",NM,59,394312,175261,174868,174638,174810,174899,175354,175993,176814,177267,177028,176151,175686,176118,177203,178664,179534,180290,180586,180933,180849,181029,181875,183145,184388,184753,184916,184482,184824,185205,186048,186865,187844,188713,188920,189320,189389,189900,190597,191848,192850,193704,194226,194211,194468,194754,196104,196952,198055,198993,199777,200410,201053,201894,203188,204569,205962,207232,208043,209026,210038,211380,212893,214504,216239,218042,219728,221803,223888,226271,228800
"Albany, NY",NY,60,394308,177215,177564,177584,177578,177719,177932,178259,178716,179048,179359,179764,180025,179887,179724,179735,180194,180566,180769,181115,181283,181952,182586,183504,184020,184500,184782,185103,185263,185329,185897,186432,187004,187287,187885,188537,189291,190308,191490,192794,194055,195402,196545,197231,198312,199226,199748,199407,199013,199259,200126,201108,201843,202122,202318,202499,202466,202612,202568,203123,203676,204132,204198,204260,204747,205758,207035,208753,210642,212730,215337
"Omaha, NE",NE,61,394938,152873,153534,153876,154538,155344,156239,156932,157476,158006,158684,159699,160316,161081,161267,161568,161410,161761,162390,163364,164504,165544,166414,166838,167430,168036,169246,170692,172496,173681,174610,175284,175937,176802,177887,179171,180281,181160,182118,182949,183912,185074,186159,186939,187519,187983,188590,189190,190121,190887,191363,191887,192532,193693,194844,196264,197451,198448,199001,199535,200060,201064,202203,203408,204508,205338,206381,207531,209096,210965,213210
"New Haven, CT",CT,62,394908,211376,211638,213264,214307,214752,213405,212100,211604,212461,212321,211442,210517,210645,210471,209651,208888,208873,209784,210498,210902,210720,210818,211266,212273,212519,213212,213551,214402,214713,215366,216205,216866,217355,218152,219692,220517,221439,221641,222390,222927,223848,224657,225086,225817,226365,227260,226930,227563,227128,227579,227628,228158,229051,230131,231043,231149,230604,229780,229609,229379,230463,231369,232719,234063,235398,236918,239129,242317,246656,251527
"Bakersfield, CA",CA,63,394357,187202,187709,188389,189025,190256,191187,191197,191834,192130,192767,192904,193342,193992,194860,195270,195877,196069,196876,197490,197674,197635,198395,199127,200052,201069,201897,202985,203218,203674,204223,205208,206459,207975,208573,209703,210412,211111,211794,212342,214044,215874,217074,217369,217559,217987,219436,219685,220660,221853,223065,223435,223283,224180,225790,226827,227620,228013,228656,229632,230570,231352,232278,234040,235959,237123,238165,240198,242620,245394,247851
"Knoxville, TN",TN,64,394753,146726,146868,146944,147475,148099,148672,149084,149552,150064,150838,151586,152346,153038,153622,154235,154412,154580,154775,155120,155629,156362,157120,157855,158359,158975,159584,160278,161029,161969,163011,164156,165028,165765,166271,167020,167844,168602,169385,170286,171315,172359,173428,174598,175609,176276,177069,177755,178831,179854,181005,181803,182902,183829,184976,185657,186651,187630,188626,189672,190594,191706,192793,194189,195405,196835,198178,199941,201729,203878,206157
"Greenville, SC",SC,65,394653,155208,155862,156693,157578,158208,158817,159514,160465,161458,162389,163458,164173,164687,164583,164744,165147,165916,166831,167716,168443,169233,170117,170854,171706,172859,174711,176233,177428,178249,179073,179885,180787,181682,182755,183811,184942,186089,187087,188249,189348,190579,191670,192719,193758,194867,195731,196816,197982,198928,199737,200348,201275,202173,203151,204154,204932,205373,205916,206396,206988,207658,208429,209406,210315,211325,212415,213591,215023,216782,218655
"Ventura, CA",CA,66,394952,502515,504492,505299,506725,508929,511819,513796,516801,520137,523564,527424,530137,531532,530526,533344,536614,539366,540693,544594,548707,552878,555344,556901,557452,559289,563572,565981,569963,572736,576736,577016,576486,576091,577517,579926,583880,588720,592997,596817,595385,595909,597527,601011,604375,605383,605875,605145,603488,601912,601276,602139,605454,607065,607772,607184,607144,606538,607569,608108,610807,612534,613653,614501,616089,618736,621780,626051,630564,637103,642806
"Allentown, PA",PA,67,394318,180628,180057,179987,180297,181217,181469,181571,181570,182072,182421,182756,182976,183204,183957,184409,184900,184980,185354,185786,186236,186515,186672,187144,187707,188536,189052,189641,189915,190131,190479,191011,191763,192609,193737,194573,195598,196269,197467,198453,199807,201022,202162,203108,203854,204504,205147,205706,206395,206980,207263,207600,207810,208698,209487,210166,210343,210501,210657,211113,211410,212178,213102,214259,215598,216712,218107,219867,222317,225082,228090
"El Paso, TX",TX,68,394561,119271,119191,119010,119229,119540,120189,120514,120545,120079,119961,119965,120145,120140,120201,120418,120465,120521,120302,120384,120751,121439,122078,122888,123673,124427,124948,125304,125888,126288,126467,126371,126261,126373,126353,126077,125837,125702,125669,125541,125349,125314,125906,126634,127331,128072,128935,129671,129829,129887,130268,131164,132314,133575,134617,135341,135966,135432,134699,134105,134471,135092,135563,135865,136156,136518,136992,137896,139106,141357,143989
"Baton Rouge, LA",LA,69,394367,167900,168295,169296,169822,170471,170710,171260,171398,171623,171826,172115,172585,173034,173277,173127,173176,173485,173970,174089,174259,174405,174390,174369,174175,173738,173280,173563,174745,176139,177221,178467,179709,181217,182817,184571,186292,187958,189200,189503,188982,188310,188196,187895,187776,187447,187165,186432,185760,185148,184807,184072,183470,183369,183740,184332,184529,184496,184433,184550,184780,185089,185402,186313,187336,188023,188190,188301,188687,189361,190097
"Dayton, OH",OH,70,394521,104207,104101,103841,103729,103671,103781,103865,103870,103924,103912,104043,104224,104615,105442,106778,107963,108643,108848,108988,109196,109591,110139,110926,111581,112352,112440,112479,112359,112842,113499,114332,115301,116267,117324,117985,118881,119695,120661,121212,121767,122361,123064,124073,124804,125410,125625,126155,126851,127333,127939,128290,128876,129758,130864,131661,132204,132594,133383,134092,134878,135780,136697,138102,139441,140481,141346,142352,143783,145516,147230
"McAllen, TX",TX,71,394843,93886,94035,94328,94685,95009,95387,95889,96432,96708,97074,97382,97798,98229,98798,99329,99653,99999,100382,100846,101296,101931,102481,103100,103501,103961,104264,104603,104955,105196,105142,105101,105290,105584,105870,106091,106546,107050,107591,108151,108725,109314,110001,110590,111147,111772,112491,113051,113281,113240,113368,113636,114216,115045,115842,116723,117256,117741,117773,118020,118400,119291,120119,120904,121541,122102,122814,123626,124808,126093,127829
"Columbia, SC",SC,72,394486,137056,137033,137198,137329,137681,138082,138659,138995,139421,140099,140509,140568,140727,141189,141940,142386,142908,143322,143812,144405,145113,145491,145964,146748,147553,148159,148446,149134,149710,150142,150271,150414,150582,150833,151109,151442,151783,152528,153259,153897,154220,154639,155228,155759,156314,156821,157621,158481,159419,159837,160118,160557,161194,161927,162466,163079,163588,164190,164627,165037,165405,166067,166971,167794,168711,169603,170693,171823,173103,174424
"Greensboro, NC",NC,73,394648,124719,125386,126046,126027,125999,125892,125993,126104,126317,126559,126660,126684,126600,126655,126858,127316,127704,128245,128747,129615,130256,130910,131430,132088,132517,132893,133159,133828,134618,135385,136073,136401,136982,137519,138297,138946,139548,140246,140809,141159,141464,142079,143069,143713,144131,144468,145323,146356,147335,148156,148881,149715,150564,151525,152517,153478,154513,155246,155864,156296,157116,158104,159366,160679,162102,163398,164621,166268,168088,170384
"Akron, OH",OH,74,394304,120766,121081,121531,122232,123036,123375,123865,124317,124839,124982,125203,125150,125876,126179,126765,126835,127217,127486,127896,127932,128300,128734,129363,130182,131225,132162,132613,133097,133482,134566,135044,136076,136667,137919,138850,139687,139378,139539,140072,141556,142419,142331,142571,143007,143908,144349,144995,145538,146446,147065,147535,147747,148301,149717,150785,151422,151858,152116,152435,152734,153550,154451,155464,156308,157321,158103,159241,160647,162210,164164
"North Port-Sarasota-Bradenton, FL",FL,75,753906,218149,219936,222105,223790,225680,227406,229235,232105,234716,237336,238663,240382,241914,243660,244965,246538,247918,249385,251070,251901,253022,253472,254931,255935,256793,257175,257361,257828,258565,259599,260693,261998,262323,262633,262541,263029,263188,263552,264712,266305,267806,268639,268820,269122,269494,270178,270631,271041,271593,272763,272859,272491,271714,272430,274355,275183,275235,274565,274822,275547,276397,276886,278038,279502,281511,282886,283879,285914,289006,292853
"Little Rock, AR",AR,76,394798,146738,146882,146900,146958,147146,147434,147753,148142,148495,148782,149198,149405,149526,149747,149997,150266,150185,150161,150035,150066,150009,149864,149697,149686,150103,150409,150931,151229,151875,152268,152847,153181,153545,154017,154519,154997,155166,155406,155630,155975,156271,156598,156977,157203,157528,157713,158129,158608,159259,159850,159945,159980,159895,160137,160167,160376,160552,160938,161201,161469,161657,161927,162593,163349,164218,164936,165822,166765,167767,168750
"Stockton, CA",CA,77,395134,267557,269452,270957,271720,273128,274606,277175,279428,282841,285747,288220,290286,291799,292213,294634,297956,303021,305395,307300,308350,309851,312120,315816,319296,322226,325256,328172,329956,330210,332840,336812,341060,343839,345571,346403,349099,352958,357256,358197,360932,364367,368642,369550,370144,370822,373511,375475,374863,374637,373024,374960,374970,376841,378805,380151,381213,380007,379581,379779,382014,383279,385573,387092,389738,391238,392134,395276,399148,405501,410918
"Charleston, SC",SC,78,394457,212467,213434,214529,215825,217241,218544,219814,220542,221544,222655,223313,224202,224979,226154,226982,228238,229697,231064,232180,233511,234821,236251,237878,239001,240014,240831,241959,242882,243739,245075,246538,248198,249372,250567,251963,253650,255393,256757,258234,259565,260847,261616,262333,263126,264184,265044,265487,265753,266147,266726,267567,268483,269265,269818,270338,270648,270923,271043,271457,271997,272669,273500,274127,274930,276004,277551,279283,281256,283411,285981
"Syracuse, NY",NY,79,395143,125781,125625,125129,124920,125139,125506,125749,125816,126043,126160,126055,125857,125612,125748,125745,125743,125723,125845,126172,126399,126668,126887,127317,127752,128092,128056,128500,129304,130045,130593,130792,131325,131987,132787,133610,134166,135334,136627,137748,138093,138259,138702,139291,139919,140041,140123,140156,140756,141133,141295,141018,141292,141996,142848,143454,143956,144472,145132,145721,146343,146861,147633,148831,150023,151091,152053,153319,154698,156431,158189
"Colorado Springs, CO",CO,80,394484,227182,228451,228815,229519,231114,232319,233342,234027,235263,236352,237842,238599,239621,241002,243196,245692,247104,248812,250330,252146,253708,255123,256634,258546,261053,263365,265485,266986,269019,271003,273445,275921,278008,280293,282588,284941,286243,287314,288796,291281,293964,296299,297792,298692,299927,301629,303687,305604,307472,309061,309862,310206,310790,312241,314383,316937,319555,321340,322688,323936,326183,328899,332159,335536,338685,341483,344249,347192,350248,353949
"Winston-Salem, NC",NC,81,395235,128181,128274,128585,128920,129191,129383,129628,129908,130210,130325,130514,130595,130936,131188,131402,131545,131922,132394,132919,133446,134029,134594,135079,135622,136128,136677,137267,138022,138747,139445,139967,140543,141061,141793,142579,143424,144111,144926,145718,146345,146761,147183,147782,148428,149180,149932,150658,151299,152021,152845,153864,155042,155964,156852,157580,158383,159019,159564,160231,160941,161785,162547,163246,163962,165081,166319,167727,169143,170755,172511
"Wichita, KS",KS,82,395224,121739,122216,122623,123129,123790,124596,125173,125349,125405,125605,125927,126109,126356,126535,126738,126873,127223,127420,127818,128091,128610,129077,129470,129986,130335,130930,131517,132170,132354,132576,132777,133524,134188,134773,135085,135345,135698,136006,136273,136497,136920,137414,137852,138178,138491,138959,139803,140738,141443,141818,142128,142743,143529,144514,145373,146094,146556,146889,146984,147144,147688,148532,149538,150425,151278,152046,153060,154258,155826,157596
"Springfield, MA",MA,83,395115,202214,202549,203280,203787,203762,203999,204058,204410,204418,204768,204582,204917,205006,205816,206406,207170,207663,207914,208404,208871,209583,209756,210207,210462,210979,211216,211678,212916,213896,215114,215639,216575,217663,218967,220754,222362,224198,225515,226235,225291,225129,225636,227192,228231,228392,228740,228721,229249,229283,229057,229478,230911,232726,233602,234003,234042,234714,235327,236236,236886,237842,239398,240818,242229,243141,244557,246116,248302,250567,252943
"Fort Myers, FL",FL,84,394440,188465,190673,193639,195287,196916,198043,200182,202722,204870,206687,208622,210691,212384,214297,214779,216475,216995,218696,219643,220691,221545,222686,223727,224676,224836,224468,224866,225526,227102,227639,228488,228757,229050,229011,228985,229162,230487,231595,233113,233325,234004,234779,234738,234818,235087,236332,237355,238382,237306,237265,236246,236671,235836,236081,236867,237751,238065,237730,237709,237178,238354,239002,240169,240928,242404,243313,244323,245496,247209,249222
